year,utilityNumber,utilityName,state,part,serviceType,dataType,ownership,baCode,resRev,resSales,resCust,resPrice,comRev,comSales,comCust,comPrice,indRev,indSales,indCust,indPrice,transRev,transSales,transCust,transPrice,totalRev,totalSales,totalCust,totalPrice
2009,3227,City of Center,CO,A,Bundled,O,Municipal,,360,5921,838,6.08,304,3323,168,9.15,480,6512,45,7.37,0,0,0,,1144,15756,1051,7.26
2009,2550,City of Burlington,CO,A,Bundled,O,Municipal,,1101,10800,1418,10.19,523,5122,223,10.21,1240,14944,109,8.3,,,,,2864,30866,1750,9.28
2009,918,City of Aspen,CO,A,Bundled,O,Municipal,,2221,19050,2022,11.66,3534,31617,844,11.18,,,,,,,,,5755,50667,2866,11.36
2009,5086,Delta Montrose Electric Assn,CO,A,Bundled,O,Cooperative,,29824.4,258748,28800,11.53,8663.2,74765,3291,11.59,20489.6,263481,220,7.78,,,,,58977.2,596994,32311,9.88
2009,5036,City of Delta,CO,A,Bundled,O,Municipal,,1729,15832,2245,10.92,1214,13295,546,9.13,2299,25647,50,8.96,,,,,5242,54774,2841,9.57
2009,5862,"Empire Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,12705.5,95674,12038,13.28,5570.1,45973,2483,12.12,29836.2,447156,204,6.67,,,,,48111.8,588803,14725,8.17
2009,5997,Town of Estes Park,CO,A,Bundled,O,Municipal,,6146,62485,8277,9.84,5098,63744,1918,8,,,,,,,,,11244,126229,10195,8.91
2009,3989,Colorado Springs City of,CO,A,Bundled,O,Municipal,,122782,1401928,184902,8.76,127518,1983784,24416,6.43,55603,997854,298,5.57,0,0,0,,305903,4383566,209616,6.98
2009,19499,"United Power, Inc",CO,A,Bundled,O,Cooperative,,66082.7,571028,56648,11.57,44120.3,438162,8396,10.07,15608,188776,674,8.27,,,,,125811,1197966,65718,10.5
2009,20510,"Wheatland Electric Coop, Inc",CO,A,Bundled,O,Cooperative,,26.5,219,38,12.1,137.6,1698,23,8.1,,,,,,,,,164.1,1917,61,8.56
2009,20576,"White River Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,2251,20562,2484,10.95,6036,60443,716,9.99,47811,699679,62,6.83,,,,,56098,780684,3262,7.19
2009,19160,"Tri-County Electric Coop, Inc",CO,A,Bundled,O,Cooperative,,7,66,5,10.61,28,206,45,13.59,,,,,,,,,35,272,50,12.87
2009,19204,City of Trinidad,CO,A,Bundled,O,Municipal,,3084,23259,3984,13.26,3529,27451,688,12.86,0,,,,0,,,,6613,50710,4672,13.04
2009,19173,Colorado Energy Nations Company LLLP,CO,A,Bundled,O,Unregulated,,,,,,,,,,12293,190821,1,6.44,,,,,12293,190821,1,6.44
2009,56026,MMA DAS Power,CO,A,Bundled,O,Unregulated,,,,,,864,3255,1,26.54,,,,,,,,,864,3255,1,26.54
2009,56114,MMA Belmar Power LLC,CO,A,Bundled,O,Unregulated,,,,,,797,2256,1,35.33,,,,,,,,,797,2256,1,35.33
2009,56146,Black Hills/Colorado Elec.Utility Co. LP,CO,A,Bundled,O,Investor Owned,,66547.6,589524,81549,11.29,60409.9,703806,11888,8.58,31066.9,452585,90,6.86,0,0,0,,158024.4,1745915,93527,9.05
2009,99999,Adjustment 2009,CO,A,Bundled,I,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
2009,56493,Colorado State University,CO,A,Bundled,O,Unregulated,,,,,,44,108,1,40.74,,,,,,,,,44,108,1,40.74
2009,56431,SunE U6 Holdings LLC,CO,A,Bundled,O,Unregulated,,,,,,88,2511,1,3.5,,,,,,,,,88,2511,1,3.5
2009,21143,City of Yuma,CO,A,Bundled,O,Municipal,,886,9965,1252,8.89,1335,15957,307,8.37,,,,,,,,,2221,25922,1559,8.57
2009,21081,Yampa Valley Electric Assn Inc,CO,A,Bundled,O,Cooperative,,18532,215263,20853,8.61,16812.4,187470,4562,8.97,13782,176935,16,7.79,,,,,49126.4,579668,25431,8.47
2009,21075,Y-W Electric Assn Inc,CO,A,Bundled,O,Cooperative,,5365,47774,4966,11.23,4602,55379,1398,8.31,21392,180896,2345,11.83,,,,,31359,284049,8709,11.04
2009,21021,City of Wray,CO,A,Bundled,O,Municipal,,934.7,8810,976,10.61,1332.3,13971,291,9.54,,,,,,,,,2267,22781,1267,9.95
2009,40230,Deseret Generation & Tran Coop,CO,A,Bundled,O,Cooperative,,,,,,,,,,2498.9,31318,1,7.98,,,,,2498.9,31318,1,7.98
2009,27058,"High West Energy, Inc",CO,A,Bundled,O,Cooperative,,671,5947,609,11.28,305,3013,19,10.12,1325,7745,181,17.11,,,,,2301,16705,809,13.77
2009,27000,Western Area Power Administration,CO,A,Bundled,O,Federal,,,,,,2556.3,97984,15,2.61,,,,,,,,,2556.3,97984,15,2.61
2009,14054,Town of Oak Creek,CO,A,Bundled,O,Municipal,,371,4410,598,8.41,180,2022,68,8.9,,,,,,,,,551,6432,666,8.57
2009,13058,"Mountain View Elec Assn, Inc",CO,A,Bundled,O,Cooperative,,54489,432009,40275,12.61,16789,165589,3518,10.14,7830,104280,15,7.51,,,,,79108,701878,43808,11.27
2009,13050,"Mountain Parks Electric, Inc",CO,A,Bundled,O,Cooperative,,17375,138041,16263,12.59,10461,105066,3152,9.96,3544,53259,12,6.65,,,,,31380,296366,19427,10.59
2009,12866,Moon Lake Electric Assn Inc,CO,A,Bundled,O,Cooperative,,1035,15785,1550,6.56,2335,32920,717,7.09,27488,466242,11,5.9,,,,,30858,514947,2278,5.99
2009,12860,Morgan County Rural Elec Assn,CO,A,Bundled,O,Cooperative,,6996,56161,4783,12.46,6879,72221,1333,9.52,6697,49809,1522,13.45,,,,,20572,178191,7638,11.54
2009,16649,Sangre De Cristo Elec Assn Inc,CO,A,Bundled,O,Cooperative,,10409,72055,10543,14.45,3844,31590,933,12.17,,,,,,,,,14253,103645,11476,13.75
2009,16622,"San Miguel Power Assn, Inc",CO,A,Bundled,O,Cooperative,,14118,100763,10419,14.01,11474,92365,2415,12.42,160,847,50,18.89,0,0,0,,25752,193975,12884,13.28
2009,16616,"San Isabel Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,22684.9,149342,20470,15.19,8014.8,53135,2683,15.08,14863.7,191825,7,7.75,,,,,45563.4,394302,23160,11.56
2009,17715,Southwestern Electric Coop Inc,CO,A,Bundled,O,Cooperative,,12,59,5,20.34,2,12,1,16.67,,,,,,,,,14,71,6,19.72
2009,17834,City of Springfield,CO,A,Bundled,O,Municipal,,742,5339,750,13.9,397,2872,193,13.82,287,2839,17,10.11,,,,,1426,11050,960,12.9
2009,17592,Southeast Colorado Power Assn,CO,A,Bundled,O,Cooperative,,8777,59886,7601,14.66,6824,53848,1154,12.67,6354,63761,1349,9.97,,,,,21955,177495,10104,12.37
2009,15466,Public Service Co of Colorado,CO,A,Bundled,O,Investor Owned,,853318,8704558,1146242,9.8,1030932,12648380,209447,8.15,338874,5962635,325,5.68,3553,43665,1,8.14,2226677,27359238,1356015,8.14
2009,15257,"Poudre Valley R E A, Inc",CO,A,Bundled,O,Cooperative,,37713.7,360990,31371,10.45,5594,50700,3610,11.03,46359.5,622807,982,7.44,,,,,89667.2,1034497,35963,8.67
2009,16603,"San Luis Valley R E C, Inc",CO,A,Bundled,O,Cooperative,,9621.4,65230,8631,14.75,4283.2,34113,934,12.56,12582.3,97293,2631,12.93,,,,,26486.9,196636,12196,13.47
2010,8311,Town of Haxtun,CO,A,Bundled,O,Municipal,,604,5136,544,11.76,266,2788,91,9.54,,,,,,,,,870,7924,635,10.98
2010,7826,City of Gunnison,CO,A,Bundled,O,Municipal,,2066,26051,3319,7.93,2672.5,40523,814,6.6,,,,,,,,,4738.5,66574,4133,7.12
2010,7787,Gunnison County Elec Assn.,CO,A,Bundled,O,Cooperative,,9772,71685,8829,13.63,4117,36215,1433,11.37,749,7924,9,9.45,,,,,14638,115824,10271,12.64
2010,8570,Highline Electric Assn,CO,A,Bundled,O,Cooperative,,5495.6,49934,4911,11.01,5951.2,53909,1357,11.04,30569.9,372109,2082,8.22,0,0,0,,42016.7,475952,8350,8.83
2010,8777,City of Holyoke,CO,A,Bundled,O,Municipal,,1089,10706,939,10.17,1270,11668,257,10.88,,,,,,,,,2359,22374,1196,10.54
2010,8773,"Holy Cross Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,56364,604881,45222,9.32,39576.2,523645,9464,7.56,4095.9,55522,9,7.38,,,,,100036.1,1184048,54695,8.45
2010,8751,Town of Holly,CO,A,Bundled,O,Municipal,,452,2823,411,16.01,453,3090,158,14.66,61,438,16,13.93,,,,,966,6351,585,15.21
2010,6610,City of Fort Morgan,CO,A,Bundled,O,Municipal,,3774,48463,4856,7.79,4569,54043,932,8.45,10962,135964,5,8.06,,,,,19305,238470,5793,8.1
2010,6604,Fort Collins City of,CO,A,Bundled,O,Municipal,,38483.2,494038,57949,7.79,33336.4,500597,7540,6.66,21345.8,448106,15,4.76,,,,,93165.4,1442741,65504,6.46
2010,6752,Town of Frederick,CO,A,Bundled,O,Municipal,,4258.7,33240,3198,12.81,3520.5,31864,590,11.05,,,,,,,,,7779.2,65104,3788,11.95
2010,6638,City of Fountain,CO,A,Bundled,O,Municipal,,12415,125785,14747,9.87,2780,31945,940,8.7,3335,41928,28,7.95,,,,,18530,199658,15715,9.28
2010,6418,Town of Fleming,CO,A,Bundled,O,Municipal,,150,1480,192,10.14,70,1195,40,5.86,,,,,,,,,220,2675,232,8.22
2010,7563,"Grand Valley Rrl Pwr Line, Inc",CO,A,Bundled,O,Cooperative,,17142,141278,13901,12.13,7788,67384,2121,11.56,725,8839,123,8.2,,,,,25655,217501,16145,11.8
2010,7300,Glenwood Springs City of,CO,A,Bundled,O,Municipal,,2935.6,37802,4793,7.77,6597.9,89544,1315,7.37,,,,,,,,,9533.5,127346,6108,7.49
2010,11376,Town of Lyons,CO,A,Bundled,O,Municipal,,707,8008,1126,8.83,314,4866,152,6.45,,,,,,,,,1021,12874,1278,7.93
2010,11187,City of Longmont,CO,A,Bundled,O,Municipal,,21953,313853,34053,6.99,20917,344546,2620,6.07,6611,132790,10,4.98,,,,,49481,791189,36683,6.25
2010,11256,City of Loveland,CO,A,Bundled,O,Municipal,,18415.8,246811,28235,7.46,6134.1,92013,3769,6.67,17908.3,339301,341,5.28,,,,,42458.2,678125,32345,6.26
2010,10066,K C Electric Association,CO,A,Bundled,O,Cooperative,,4559,36998,3234,12.32,7364,66637,2282,11.05,7275,73331,719,9.92,,,,,19198,176966,6235,10.85
2010,9928,City of Julesburg,CO,A,Bundled,O,Municipal,,430.6,4561,627,9.44,491.7,6213,177,7.91,,,,,,,,,922.3,10774,804,8.56
2010,10730,Las Animas City of,CO,A,Bundled,O,Municipal,,1366,9715,1387,14.06,1693,12635,578,13.4,854,6812,41,12.54,,,,,3913,29162,2006,13.42
2010,9336,Intermountain Rural Elec Assn,CO,A,Bundled,O,Cooperative,,161538,1366799,127483,11.82,67925,620370,11509,10.95,11024,125103,49,8.81,,,,,240487,2112272,139041,11.39
2010,10633,City of Lamar,CO,A,Bundled,O,Municipal,,4967,33131,4143,14.99,7497,52982,1356,14.15,565,3813,108,14.82,0,0,0,,13029,89926,5607,14.49
2010,10539,"La Plata Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,34580,281350,33830,12.29,27552,257551,6077,10.7,35850,547854,185,6.54,,,,,97982,1086755,40092,9.02
2010,10536,City of La Junta,CO,A,Bundled,O,Municipal,,2807,20031,2569,14.01,2376,18402,1671,12.91,4413,36466,54,12.1,,,,,9596,74899,4294,12.81
2010,2550,City of Burlington,CO,A,Bundled,O,Municipal,,1556,11174,1859,13.93,427,3422,265,12.48,1265,16065,86,7.87,0,0,0,,3248,30661,2210,10.59
2010,3227,City of Center,CO,A,Bundled,O,Municipal,,382,5371,791,7.11,433,4050,191,10.69,640,7113,49,9,,,,,1455,16534,1031,8.8
2010,7478,Town of Granada,CO,A,Bundled,O,Municipal,,333,2443,233,13.63,96,753,26,12.75,,,,,,,,,429,3196,259,13.42
2010,918,City of Aspen,CO,A,Bundled,O,Municipal,,2423,17975,1155,13.48,3709,47250,1597,7.85,,,,,,,,,6132,65225,2752,9.4
2010,5086,Delta Montrose Electric Assn,CO,A,Bundled,O,Cooperative,,31098.1,272925,28711,11.39,9130,79563,3409,11.48,21385.2,267334,206,8,,,,,61613.3,619822,32326,9.94
2010,5036,City of Delta,CO,A,Bundled,O,Municipal,,1782,17766,2223,10.03,1216,13232,561,9.19,2275,25326,47,8.98,,,,,5273,56324,2831,9.36
2010,5862,"Empire Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,13087.7,98638,12034,13.27,5560.7,45964,2400,12.1,30457.4,459587,200,6.63,,,,,49105.8,604189,14634,8.13
2010,5997,Town of Estes Park,CO,A,Bundled,O,Municipal,,6427,62387,8239,10.3,5396,64245,1969,8.4,,,,,,,,,11823,126632,10208,9.34
2010,3989,Colorado Springs City of,CO,A,Bundled,O,Municipal,,149364,1476921,187426,10.11,77221,1102215,23788,7.01,129406,1929239,294,6.71,,,,,355991,4508375,211508,7.9
2010,19499,"United Power, Inc",CO,A,Bundled,O,Cooperative,,70482.2,612421,57871,11.51,45831.2,463089,8439,9.9,17572.2,211743,662,8.3,,,,,133885.6,1287253,66972,10.4
2010,20576,"White River Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,2233.2,20393,2472,10.95,5201,47807,722,10.88,59065,909662,61,6.49,,,,,66499.2,977862,3255,6.8
2010,20510,"Wheatland Electric Coop, Inc",CO,A,Bundled,O,Cooperative,,28,208,36,13.46,158,1764,20,8.96,,,,,,,,,186,1972,56,9.43
2010,19160,"Tri-County Electric Coop, Inc",CO,A,Bundled,O,Cooperative,,9,71,5,12.68,36,223,45,16.14,,,,,,,,,45,294,50,15.31
2010,19173,Colorado Energy Nations Company LLLP,CO,A,Bundled,O,Unregulated,,,,,,,,,,17357,188844,1,9.19,,,,,17357,188844,1,9.19
2010,19204,City of Trinidad,CO,A,Bundled,O,Municipal,,3211,23304,3822,13.78,3263,26369,671,12.37,0,0,0,,0,0,0,,6474,49673,4493,13.03
2010,56146,Black Hills/Colorado Elec.Utility Co. LP,CO,A,Bundled,O,Investor Owned,,76595.7,628551,81833,12.19,76932.8,839694,11974,9.16,28812.2,347674,69,8.29,,,,,182340.7,1815919,93876,10.04
2010,56114,MMA Belmar Power LLC,CO,A,Bundled,O,Unregulated,,,,,,147,2397,1,6.13,,,,,,,,,147,2397,1,6.13
2010,56026,MMA DAS Power,CO,A,Bundled,O,Unregulated,,,,,,209,3484,1,6,,,,,,,,,209,3484,1,6
2010,99999,Adjustment 2010,CO,A,Bundled,I,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
2010,56493,Colorado State University,CO,A,Bundled,O,Unregulated,,,,,,279,3495,1,7.98,,,,,,,,,279,3495,1,7.98
2010,56431,SunE U6 Holdings LLC,CO,A,Bundled,O,Unregulated,,,,,,139,3115,1,4.46,,,,,,,,,139,3115,1,4.46
2010,21021,City of Wray,CO,A,Bundled,O,Municipal,,975,9132,994,10.68,1370,14319,296,9.57,,,,,,,,,2345,23451,1290,10
2010,21075,Y-W Electric Assn Inc,CO,A,Bundled,O,Cooperative,,5590,47888,5025,11.67,4772,55334,1403,8.62,24909,221638,2434,11.24,,,,,35271,324860,8862,10.86
2010,21143,City of Yuma,CO,A,Bundled,O,Municipal,,1025,10129,1258,10.12,1546,16133,421,9.58,,,,,,,,,2571,26262,1679,9.79
2010,21081,Yampa Valley Electric Assn Inc,CO,A,Bundled,O,Cooperative,,20999.2,218731,20983,9.6,18880.5,189143,4503,9.98,13698,156409,14,8.76,,,,,53577.7,564283,25500,9.49
2010,40230,Deseret Generation & Tran Coop,CO,A,Bundled,O,Cooperative,,,,,,,,,,3284.8,30322,1,10.83,,,,,3284.8,30322,1,10.83
2010,27058,"High West Energy, Inc",CO,A,Bundled,O,Cooperative,,708,6869,608,10.31,324,3126,19,10.36,1451,8002,210,18.13,,,,,2483,17997,837,13.8
2010,27000,Western Area Power Administration,CO,A,Bundled,O,Federal,,,,,,2996,107789,17,2.78,,,,,,,,,2996,107789,17,2.78
2010,14054,Town of Oak Creek,CO,A,Bundled,O,Municipal,,442,4578,626,9.65,199,2363,79,8.42,,,,,,,,,641,6941,705,9.23
2010,13058,"Mountain View Elec Assn, Inc",CO,A,Bundled,O,Cooperative,,56328.4,445379,41003,12.65,17435.5,172477,3557,10.11,8027.7,108371,15,7.41,,,,,81791.6,726227,44575,11.26
2010,13050,"Mountain Parks Electric, Inc",CO,A,Bundled,O,Cooperative,,17527,139211,16320,12.59,10394,104531,3161,9.94,2559,30898,13,8.28,,,,,30480,274640,19494,11.1
2010,12866,Moon Lake Electric Assn Inc,CO,A,Bundled,O,Cooperative,,1053,16288,1532,6.46,2290,31821,726,7.2,29058,469050,11,6.2,,,,,32401,517159,2269,6.27
2010,12860,Morgan County Rural Elec Assn,CO,A,Bundled,O,Cooperative,,7070.5,56770,4801,12.45,6595.9,68156,1331,9.68,8037.9,65633,1518,12.25,,,,,21704.3,190559,7650,11.39
2010,16649,Sangre De Cristo Elec Assn Inc,CO,A,Bundled,O,Cooperative,,11054,73112,10611,15.12,3972,31195,939,12.73,,,,,,,,,15026,104307,11550,14.41
2010,17715,Southwestern Electric Coop Inc,CO,A,Bundled,O,Cooperative,,12,65,6,18.46,3,26,1,11.54,,,,,,,,,15,91,7,16.48
2010,17834,City of Springfield,CO,A,Bundled,O,Municipal,,861,5805,753,14.83,353,2436,191,14.49,488,3657,18,13.34,,,,,1702,11898,962,14.3
2010,17592,Southeast Colorado Power Assn,CO,A,Bundled,O,Cooperative,,9435,62329,7625,15.14,6802,54401,1153,12.5,6458,61176,1359,10.56,,,,,22695,177906,10137,12.76
2010,16622,"San Miguel Power Assn, Inc",CO,A,Bundled,O,Cooperative,,14692.8,104277,10490,14.09,11074.6,88974,2365,12.45,127.5,715,48,17.83,0,0,0,,25894.9,193966,12903,13.35
2010,15466,Public Service Co of Colorado,CO,A,Bundled,O,Investor Owned,,1013189,9086992,1156123,11.15,1192326,12837188,209371,9.29,404544,6328128,317,6.39,4329,46335,1,9.34,2614388,28298643,1365812,9.24
2010,15257,"Poudre Valley R E A, Inc",CO,A,Bundled,O,Cooperative,,38294,367810,31272,10.41,5711,51986,3598,10.99,50202,675463,984,7.43,0,0,0,,94207,1095259,35854,8.6
2010,16616,"San Isabel Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,23318.5,154785,20601,15.07,8010,53448,2681,14.99,15868.1,199667,33,7.95,,,,,47196.6,407900,23315,11.57
2010,16603,"San Luis Valley R E C, Inc",CO,A,Bundled,O,Cooperative,,9946.9,67129,8668,14.82,4366.4,35620,937,12.26,14210.7,113827,2616,12.48,,,,,28524,216576,12221,13.17
2011,8311,Town of Haxtun,CO,A,Bundled,O,Municipal,,499,3902,520,12.79,412,4104,131,10.04,,,,,,,,,911,8006,651,11.38
2011,7787,Gunnison County Elec Assn.,CO,A,Bundled,O,Cooperative,,10129,72976,8872,13.88,4158,35758,1432,11.63,799,8189,9,9.76,,,,,15086,116923,10313,12.9
2011,7826,City of Gunnison,CO,A,Bundled,O,Municipal,,2056.6,25864,3334,7.95,2659.9,40469,818,6.57,,,,,,,,,4716.5,66333,4152,7.11
2011,9336,Intermountain Rural Elec Assn,CO,A,Bundled,O,Cooperative,,165815,1402876,128776,11.82,67430,604186,11935,11.16,12165,142668,76,8.53,,,,,245410,2149730,140787,11.42
2011,8570,Highline Electric Assn,CO,A,Bundled,O,Cooperative,,5525.6,50169,4911,11.01,5811.9,52176,1358,11.14,27479.2,318622,2090,8.62,,,,,38816.7,420967,8359,9.22
2011,8751,Town of Holly,CO,A,Bundled,O,Municipal,,490,2882,408,17,496,3152,156,15.74,92,559,16,16.46,,,,,1078,6593,580,16.35
2011,8777,City of Holyoke - (CO),CO,A,Bundled,O,Municipal,,1118,10857,937,10.3,1153,11360,258,10.15,,,,,,,,,2271,22217,1195,10.22
2011,8773,"Holy Cross Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,60757,610014,45080,9.96,43876.7,531506,9569,8.26,5121.5,58073,9,8.82,,,,,109755.2,1199593,54658,9.15
2011,6638,City of Fountain,CO,A,Bundled,O,Municipal,,12891,132113,14861,9.76,5961,71330,940,8.36,0,0,0,,,,,,18852,203443,15801,9.27
2011,6610,City of Fort Morgan,CO,A,Bundled,O,Municipal,,3406,49478,4907,6.88,12815,141015,842,9.09,2519,56901,1,4.43,,,,,18740,247394,5750,7.57
2011,6604,City of Fort Collins - (CO),CO,A,Bundled,O,Municipal,,42350.3,493345,58644,8.58,34314.6,502176,7560,6.83,22991.6,451083,16,5.1,,,,,99656.5,1446604,66220,6.89
2011,6752,Town of Frederick - (CO),CO,A,Bundled,O,Municipal,,4366.7,33930,3292,12.87,3534.3,32216,645,10.97,0,0,0,,0,0,0,,7901,66146,3937,11.94
2011,6418,Town of Fleming- (CO),CO,A,Bundled,O,Municipal,,162.2,1632,192,9.94,105.3,930,39,11.32,0,0,0,,,,,,267.5,2562,231,10.44
2011,7300,City of Glenwood Springs - (CO),CO,A,Bundled,O,Municipal,,2952.5,38782,4779,7.61,6373.5,87460,1324,7.29,,,,,,,,,9326,126242,6103,7.39
2011,7478,Town of Granada,CO,A,Bundled,O,Municipal,,367,2210,233,16.61,116,979,26,11.85,,,,,,,,,483,3189,259,15.15
2011,7563,"Grand Valley Rrl Pwr Line, Inc",CO,A,Bundled,O,Cooperative,,19650,144088,14021,13.64,8211,68180,2126,12.04,731,7578,112,9.65,,,,,28592,219846,16259,13.01
2011,11376,Town of Lyons,CO,A,Bundled,O,Municipal,,739,8557,1118,8.64,332,4342,165,7.65,0,0,0,,0,0,0,,1071,12899,1283,8.3
2011,11187,City of Longmont,CO,A,Bundled,O,Municipal,,23648,312726,34173,7.56,22598,347587,2624,6.5,7426,138502,12,5.36,,,,,53672,798815,36809,6.72
2011,11256,City of Loveland - (CO),CO,A,Bundled,O,Municipal,,19531.3,247750,28754,7.88,6721.6,96410,3830,6.97,19671.7,359205,347,5.48,,,,,45924.6,703365,32931,6.53
2011,10066,K C Electric Association,CO,A,Bundled,O,Cooperative,,4624,37676,3227,12.27,7514,70548,2295,10.65,8821,94867,719,9.3,0,0,0,,20959,203091,6241,10.32
2011,9928,City of Julesburg,CO,A,Bundled,O,Municipal,,436.2,4633,599,9.42,454.8,5807,190,7.83,,,,,,,,,891,10440,789,8.53
2011,10730,City of Las Animas - (CO),CO,A,Bundled,O,Municipal,,1614,9663,1365,16.7,2090,12724,587,16.43,912,6307,41,14.46,,,,,4616,28694,1993,16.09
2011,10539,"La Plata Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,33701,288601,33976,11.68,26915,264401,6145,10.18,33192,501119,189,6.62,,,,,93808,1054121,40310,8.9
2011,10536,City of La Junta,CO,A,Bundled,O,Municipal,,3210,20088,2579,15.98,2753,18654,1618,14.76,5309,37893,54,14.01,,,,,11272,76635,4251,14.71
2011,10633,City of Lamar - (CO),CO,A,Bundled,O,Municipal,,5061,33020,4219,15.33,7917,54524,1377,14.52,592,3925,107,15.08,0,0,0,,13570,91469,5703,14.84
2011,3227,City of Center,CO,A,Bundled,O,Municipal,,565,3568,760,15.84,564,3848,191,14.66,815,6452,45,12.63,,,,,1944,13868,996,14.02
2011,2550,City of Burlington,CO,A,Bundled,O,Municipal,,1577,11308,1765,13.95,564,4183,279,13.48,1248,15862,75,7.87,0,0,0,,3389,31353,2119,10.81
2011,27000,WAPA - Rocky Mountain Region,CO,A,Bundled,O,Federal,,,,,,3202,118256,16,2.71,,,,,,,,,3202,118256,16,2.71
2011,918,City of Aspen- (CO),CO,A,Bundled,O,Municipal,,2382.5,26574,1877,8.97,3766.1,40120,1023,9.39,,,,,,,,,6148.6,66694,2900,9.22
2011,5086,Delta Montrose Electric Assn,CO,A,Bundled,O,Cooperative,,30266.8,264161,28756,11.46,8786.1,75973,3413,11.56,22570,281839,206,8.01,,,,,61622.9,621973,32375,9.91
2011,5036,City of Delta,CO,A,Bundled,O,Municipal,,1754,17154,2226,10.23,1203,12712,565,9.46,2158,23952,46,9.01,,,,,5115,53818,2837,9.5
2011,5862,"Empire Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,12947.1,97269,12093,13.31,5543.4,46096,2173,12.03,31161.8,478172,210,6.52,,,,,49652.3,621537,14476,7.99
2011,5997,Town of Estes Park,CO,A,Bundled,O,Municipal,,6588,61037,8195,10.79,5599,65920,2043,8.49,,,,,,,,,12187,126957,10238,9.6
2011,3989,City of Colorado Springs - (CO),CO,A,Bundled,O,Municipal,,162233.9,1483906,187519,10.93,83356.4,1083036,22276,7.7,144663,1978947,1393,7.31,,,,,390253.3,4545889,211188,8.58
2011,21081,Yampa Valley Electric Assn Inc,CO,A,Bundled,O,Cooperative,,21604.6,221042,21012,9.77,19212.2,186946,4457,10.28,14970,164624,15,9.09,0,0,0,,55786.8,572612,25484,9.74
2011,21075,Y-W Electric Assn Inc,CO,A,Bundled,O,Cooperative,,5688,49041,5026,11.6,4805,55926,1384,8.59,25379,229345,2471,11.07,,,,,35872,334312,8881,10.73
2011,21021,City of Wray,CO,A,Bundled,O,Municipal,,992.1,9315,971,10.65,1369.3,14281,305,9.59,,,,,,,,,2361.4,23596,1276,10.01
2011,20576,"White River Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,2264.9,20695,2483,10.94,5782.3,56476,734,10.24,60661.8,956311,63,6.34,,,,,68709,1033482,3280,6.65
2011,20510,"Wheatland Electric Coop, Inc",CO,A,Bundled,O,Cooperative,,32,243,33,13.17,150,1532,22,9.79,,,,,,,,,182,1775,55,10.25
2011,19499,"United Power, Inc",CO,A,Bundled,O,Cooperative,,73322.8,627120,59580,11.69,48098.9,474816,8482,10.13,18098.5,217035,646,8.34,,,,,139520.2,1318971,68708,10.58
2011,19068,Colorado Golden Energy Corp,CO,A,Bundled,O,Unregulated,,,,,,,,,,1258,33987,1,3.7,,,,,1258,33987,1,3.7
2011,19204,City of Trinidad,CO,A,Bundled,O,Municipal,,3779,22520,3796,16.78,3932,25517,677,15.41,,,,,,,,,7711,48037,4473,16.05
2011,19173,Colorado Energy Nations Company LLLP,CO,A,Bundled,O,Unregulated,,,,,,,,,,16586,179940,1,9.22,,,,,16586,179940,1,9.22
2011,19160,"Tri-County Electric Coop, Inc",CO,A,Bundled,O,Cooperative,,10,71,7,14.08,32,154,27,20.78,,,,,,,,,42,225,34,18.67
2011,21143,City of Yuma,CO,A,Bundled,O,Municipal,,1115,11060,1288,10.08,977,10133,278,9.64,,,,,,,,,2092,21193,1566,9.87
2011,56146,Black Hills/Colorado Elec.Util,CO,A,Bundled,O,Investor Owned,,86595.4,635554,81948,13.63,88528.5,855668,11707,10.35,34310.7,361634,67,9.49,,,,,209434.6,1852856,93722,11.3
2011,56114,MMA Belmar Power LLC,CO,A,Bundled,O,Unregulated,,,,,,861,2413,1,35.68,,,,,,,,,861,2413,1,35.68
2011,56026,MMA DAS Power,CO,A,Bundled,O,Unregulated,,,,,,851,3320,1,25.63,,,,,,,,,851,3320,1,25.63
2011,99999,Adjustment 2011,CO,A,Bundled,I,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
2011,56493,Colorado State University,CO,A,Bundled,O,Unregulated,,,,,,,,,,843,3457,1,24.39,,,,,843,3457,1,24.39
2011,56431,SunE U6 Holdings LLC,CO,A,Bundled,O,Unregulated,,,,,,139,3115,1,4.46,,,,,,,,,139,3115,1,4.46
2011,27058,"High West Energy, Inc",CO,A,Bundled,O,Cooperative,,716,6201,611,11.55,335,3199,19,10.47,2034,10740,241,18.94,,,,,3085,20140,871,15.32
