year,utilityNumber,utilityName,state,part,serviceType,dataType,ownership,baCode,resRev,resSales,resCust,resPrice,comRev,comSales,comCust,comPrice,indRev,indSales,indCust,indPrice,transRev,transSales,transCust,transPrice,totalRev,totalSales,totalCust,totalPrice
2004,11376,Town of Lyons,CO,A,Bundled,O,Municipal,,380,5706,966,6.66,254,3547,129,7.16,0,0,0,,0,0,0,,634,9253,1095,6.85
2004,10633,City of Lamar,CO,A,Bundled,O,Municipal,,3513,31617,4322,11.11,5044,53839,1365,9.37,343,3291,122,10.42,0,0,0,,8900,88747,5809,10.03
2004,9928,City of Julesburg,CO,A,Bundled,O,Municipal,,359,4369,699,8.22,447,5542,175,8.07,0,0,0,,0,0,0,,806,9911,874,8.13
2004,9336,Intermountain Rural Elec Assn,CO,A,Bundled,O,Cooperative,,99631,1150561,111956,8.66,41268,524809,9548,7.86,7098,108376,39,6.55,0,0,0,,147997,1783746,121543,8.3
2004,10539,"La Plata Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,22036,237043,30573,9.3,19801,227253,5264,8.71,24568,505613,135,4.86,0,0,0,,66405,969909,35972,6.85
2004,10536,City of La Junta,CO,A,Bundled,O,Municipal,,1817,18413,2594,9.87,1349,12281,1060,10.98,3453,39821,69,8.67,0,0,0,,6619,70515,3723,9.39
2004,10066,K C Electric Assn,CO,A,Bundled,O,Cooperative,,3109,36050,3242,8.62,4271,62747,2307,6.81,7142,110367,735,6.47,0,0,0,,14522,209164,6284,6.94
2004,5862,"Empire Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,8855,90939,11321,9.74,8034,98592,2293,8.15,11093,272077,2,4.08,0,0,0,,27982,461608,13616,6.06
2004,2550,City of Burlington,CO,A,Bundled,O,Municipal,,1057,10151,1387,10.41,411,4008,260,10.25,1331,14800,79,8.99,0,0,0,,2799,28959,1726,9.67
2004,918,City of Aspen,CO,A,Bundled,O,Municipal,,1447,22036,1785,6.57,2769,40837,810,6.78,0,0,0,,0,0,0,,4216,62873,2595,6.71
2004,5036,City of Delta,CO,A,Bundled,O,Municipal,,1346,14842,2090,9.07,1078,13191,499,8.17,1789,23120,43,7.74,0,0,0,,4213,51153,2632,8.24
2004,5086,Delta Montrose Electric Assn,CO,A,Bundled,O,Cooperative,,20376,225819,25902,9.02,5866,64462,2875,9.1,13653,241183,224,5.66,0,0,0,,39895,531464,29001,7.51
2004,3227,City of Center,CO,A,Bundled,O,Municipal,,342,5378,857,6.36,152,2336,141,6.51,463,8374,63,5.53,0,0,0,,957,16088,1061,5.95
2004,3989,Colorado Springs City of,CO,A,Bundled,O,Municipal,,102467,1299046,174810,7.89,121020,1888631,23878,6.41,62024,1124105,215,5.52,0,0,0,,285511,4311782,198903,6.62
2004,19204,City of Trinidad,CO,A,Bundled,O,Municipal,,2236,23060,3761,9.7,2383,26000,629,9.17,0,0,0,,0,0,0,,4619,49060,4390,9.42
2004,19160,"Tri-County Electric Coop, Inc",CO,A,Bundled,O,Cooperative,,10,87,6,11.49,24,167,30,14.37,0,0,0,,0,0,0,,34,254,36,13.39
2004,19499,"United Power, Inc",CO,A,Bundled,O,Cooperative,,35822,391517,43942,9.15,30905,398767,8935,7.75,5292,98335,8,5.38,0,0,0,,72019,888619,52885,8.1
2004,17715,Southwestern Electric Coop Inc,CO,A,Bundled,O,Cooperative,,10,65,7,15.38,4,25,2,16,0,0,0,,0,0,0,,14,90,9,15.56
2004,17834,City of Springfield,CO,A,Bundled,O,Municipal,,492,5847,875,8.41,213,2358,191,9.03,238,3034,17,7.84,0,0,0,,943,11239,1083,8.39
2004,17592,Southeast Colorado Power Assn,CO,A,Bundled,O,Cooperative,,6386,56629,7504,11.28,5398,61239,1149,8.81,3549,49623,1320,7.15,0,0,0,,15333,167491,9973,9.15
2004,40230,Deseret Generation & Tran Coop,CO,A,Bundled,O,Cooperative,,0,0,0,,0,0,0,,1015,29006,1,3.5,0,0,0,,1015,29006,1,3.5
2004,27058,"High West Energy, Inc",CO,A,Bundled,O,Cooperative,,467,5469,598,8.54,453,6218,84,7.29,173,2290,80,7.55,0,0,0,,1093,13977,762,7.82
2004,27000,Western Area Power Administration,CO,A,Bundled,O,Federal,,0,0,0,,1694,87500,14,1.94,0,0,0,,0,0,0,,1694,87500,14,1.94
2004,19173,Trigen-Nations Energy Co,CO,A,Bundled,O,Facility,,,,,,,,,,8804,295925,1,2.98,,,,,8804,295925,1,2.98
2004,12345,Metropolitan Wastewater Reclam,CO,A,Bundled,O,Facility,,,,,,,,,,1226,30995,1,3.96,,,,,1226,30995,1,3.96
2004,20510,"Wheatland Electric Coop, Inc",CO,A,Bundled,O,Cooperative,,20,163,33,12.27,25,161,17,15.53,0,0,0,,0,0,0,,45,324,50,13.89
2004,20576,"White River Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,1379,17264,2256,7.99,1865,24263,597,7.69,7809,144475,7,5.41,0,0,0,,11053,186002,2860,5.94
2004,21143,City of Yuma,CO,A,Bundled,O,Municipal,,846,10000,1555,8.46,1004,13683,347,7.34,0,0,0,,0,0,0,,1850,23683,1902,7.81
2004,21081,Yampa Valley Electric Assn Inc,CO,A,Bundled,O,Cooperative,,15146,184471,19127,8.21,13429,157355,3872,8.53,10387,145390,13,7.14,0,0,0,,38962,487216,23012,8
2004,21075,Y-W Electric Assn Inc,CO,A,Bundled,O,Cooperative,,3628,44720,4856,8.11,1721,24473,1299,7.03,16917,241325,2237,7.01,0,0,0,,22266,310518,8392,7.17
2004,21021,City of Wray,CO,A,Bundled,O,Municipal,,685,7656,984,8.95,1047,12943,292,8.09,0,0,0,,0,0,0,,1732,20599,1276,8.41
2004,14054,Town of Oak Creek,CO,A,Bundled,O,Municipal,,278,3244,528,8.57,162,1908,68,8.49,0,0,0,,0,0,0,,440,5152,596,8.54
2004,12698,Aquila Inc,CO,A,Bundled,O,Investor Owned,,49761,535180,77612,9.3,50038,687411,11617,7.28,28683,512570,104,5.6,0,0,0,,128482,1735161,89333,7.4
2004,12860,Morgan County Rural Elec Assn,CO,A,Bundled,O,Cooperative,,5022,51955,4546,9.67,7470,85372,2653,8.75,2799,43846,162,6.38,0,0,0,,15291,181173,7361,8.44
2004,12866,Moon Lake Electric Assn Inc,CO,A,Bundled,O,Cooperative,,797,11981,1409,6.65,2512,43774,680,5.74,19651,418634,4,4.69,0,0,0,,22960,474389,2093,4.84
2004,13058,"Mountain View Elec Assn, Inc",CO,A,Bundled,O,Cooperative,,34094,356085,35146,9.57,11342,147837,3016,7.67,4100,83280,14,4.92,0,0,0,,49536,587202,38176,8.44
2004,13050,"Mountain Parks Electric, Inc",CO,A,Bundled,O,Cooperative,,10363,123933,14094,8.36,6588,96234,2989,6.85,1024,21434,8,4.78,0,0,0,,17975,241601,17091,7.44
2004,16603,"San Luis Valley R E C, Inc",CO,A,Bundled,O,Cooperative,,6375,61298,8054,10.4,2916,33185,859,8.79,9864,114888,2539,8.59,0,0,0,,19155,209371,11452,9.15
2004,16616,"San Isabel Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,14398,132417,18840,10.87,5459,52739,2416,10.35,4582,83624,5,5.48,0,0,0,,24439,268780,21261,9.09
2004,16649,Sangre De Cristo Elec Assn Inc,CO,A,Bundled,O,Cooperative,,7548,63014,9572,11.98,2759,31312,876,8.81,0,0,0,,0,0,0,,10307,94326,10448,10.93
2004,16622,"San Miguel Power Assn, Inc",CO,A,Bundled,O,Cooperative,,9524,88633,9270,10.75,7702,84982,2279,9.06,0,0,0,,0,0,0,,17226,173615,11549,9.92
2004,15466,Public Service Co of Colorado,CO,A,Bundled,O,Investor Owned,,672496,7954565,1084722,8.45,868122,12669218,212408,6.85,247716,5105803,306,4.85,1079,18578,1,5.81,1789413,25748164,1297437,6.95
2004,15257,"Poudre Valley R E A, Inc",CO,A,Bundled,O,Cooperative,,23026,312717,29610,7.36,3902,49933,3112,7.81,19622,368081,886,5.33,0,0,0,,46550,730731,33608,6.37
2005,12860,Morgan County Rural Elec Assn,CO,A,Bundled,O,Cooperative,,5662,54263,4649,10.43,7840,80464,2627,9.74,3355,47345,170,7.09,0,0,0,,16857,182072,7446,9.26
2005,12866,Moon Lake Electric Assn Inc,CO,A,Bundled,O,Cooperative,,815,11784,1428,6.92,678,9069,553,7.48,24124,493753,11,4.89,0,0,0,,25617,514606,1992,4.98
2005,12698,Aquila Inc,CO,A,Bundled,O,Investor Owned,,62291,570552,78652,10.92,56094,693242,11745,8.09,35614,560556,96,6.35,0,0,0,,153999,1824350,90493,8.44
2005,13058,"Mountain View Elec Assn, Inc",CO,A,Bundled,O,Cooperative,,39648,378279,37533,10.48,13107,156483,3149,8.38,4656,83282,13,5.59,0,0,0,,57411,618044,40695,9.29
2005,13050,"Mountain Parks Electric, Inc",CO,A,Bundled,O,Cooperative,,11990,128977,14502,9.3,8495,122718,3070,6.92,1066,20590,8,5.18,0,0,0,,21551,272285,17580,7.91
2005,11187,City of Longmont,CO,A,Bundled,O,Municipal,,17322,283348,32237,6.11,15890,301334,2529,5.27,7614,176129,13,4.32,0,0,0,,40826,760811,34779,5.37
2005,11256,City of Loveland,CO,A,Bundled,O,Municipal,,14757,217454,26429,6.79,4517,75379,3388,5.99,13768,308809,256,4.46,0,0,0,,33042,601642,30073,5.49
2005,11376,Town of Lyons,CO,A,Bundled,O,Municipal,,474,6056,979,7.83,321,4537,138,7.08,0,0,0,,0,0,0,,795,10593,1117,7.5
2005,15257,"Poudre Valley R E A, Inc",CO,A,Bundled,O,Cooperative,,26632,334000,30156,7.97,4324,51000,3137,8.48,25194,423000,1014,5.96,0,0,0,,56150,808000,34307,6.95
2005,15466,Public Service Co of Colorado,CO,A,Bundled,O,Investor Owned,,760920,8389592,1086358,9.07,984534,12781849,209506,7.7,296899,5289977,335,5.61,972,19387,1,5.01,2043325,26480805,1296200,7.72
2005,14054,Town of Oak Creek,CO,A,Bundled,O,Municipal,,263,3088,465,8.52,130,1469,57,8.85,0,0,0,,0,0,0,,393,4557,522,8.62
2005,2550,City of Burlington,CO,A,Bundled,O,Municipal,,967,9533,1871,10.14,484,5114,283,9.46,1117,12432,74,8.98,,,,,2568,27079,2228,9.48
2005,918,City of Aspen,CO,A,Bundled,O,Municipal,,1587,22219,1836,7.14,3034,41550,810,7.3,0,0,0,,0,0,0,,4621,63769,2646,7.25
2005,9928,City of Julesburg,CO,A,Bundled,O,Municipal,,384,4654,694,8.25,653,5565,150,11.73,4,31,3,12.9,0,0,0,,1041,10250,847,10.16
2005,9336,Intermountain Rural Elec Assn,CO,A,Bundled,O,Cooperative,,125260,1242168,116676,10.08,49854,531022,10017,9.39,11889,155918,53,7.63,0,0,0,,187003,1929108,126746,9.69
2005,10730,Las Animas City of,CO,A,Bundled,O,Municipal,,988,9594,1429,10.3,1767,19237,584,9.19,8,84,3,9.52,0,0,0,,2763,28915,2016,9.56
2005,10633,City of Lamar,CO,A,Bundled,O,Municipal,,4040,32459,4264,12.45,6015,55769,1336,10.79,307,2918,118,10.52,0,0,0,,10362,91146,5718,11.37
2005,10066,K C Electric Assn,CO,A,Bundled,O,Cooperative,,3582,37248,3236,9.62,4976,65046,2301,7.65,6412,90142,747,7.11,0,0,0,,14970,192436,6284,7.78
2005,10539,"La Plata Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,23457,246392,31249,9.52,20698,230831,5283,8.97,24509,493508,147,4.97,0,0,0,,68664,970731,36679,7.07
2005,10536,City of La Junta,CO,A,Bundled,O,Municipal,,2098,19357,2599,10.84,1360,11612,1063,11.71,4038,42240,69,9.56,0,0,0,,7496,73209,3731,10.24
2005,3227,City of Center,CO,A,Bundled,O,Municipal,,414,5412,856,7.65,219,2003,137,10.93,693,7931,66,8.74,0,0,0,,1326,15346,1059,8.64
2005,8777,City of Holyoke,CO,A,Bundled,O,Municipal,,770,10932,951,7.04,313,4957,233,6.31,374,5196,19,7.2,0,0,0,,1457,21085,1203,6.91
2005,8773,"Holy Cross Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,45779,525515,42370,8.71,30838,430436,8445,7.16,5245,74296,19,7.06,0,0,0,,81862,1030247,50834,7.95
2005,8751,Town of Holly,CO,A,Bundled,O,Municipal,,316,2728,456,11.58,374,3245,256,11.53,0,0,0,,0,0,0,,690,5973,712,11.55
2005,5036,City of Delta,CO,A,Bundled,O,Municipal,,1372,15144,2124,9.06,1082,13058,487,8.29,1983,25906,45,7.65,0,0,0,,4437,54108,2656,8.2
2005,5086,Delta Montrose Electric Assn,CO,A,Bundled,O,Cooperative,,22404,230251,26631,9.73,6355,65683,2924,9.68,15042,253391,239,5.94,0,0,0,,43801,549325,29794,7.97
2005,40230,Deseret Generation & Tran Coop,CO,A,Bundled,O,Cooperative,,0,0,0,,0,0,0,,1037,29644,1,3.5,0,0,0,,1037,29644,1,3.5
2005,27058,"High West Energy, Inc",CO,A,Bundled,O,Cooperative,,507,5569,605,9.1,461,5596,84,8.24,189,2347,83,8.05,0,0,0,,1157,13512,772,8.56
2005,27000,Western Area Power Administration,CO,A,Bundled,O,Federal,,0,0,0,,1579,74693,16,2.11,0,0,0,,0,0,0,,1579,74693,16,2.11
2005,3989,Colorado Springs City of,CO,A,Bundled,O,Municipal,,106604,1357812,178513,7.85,128562,1980969,24170,6.49,65078,1140319,214,5.71,0,0,0,,300244,4479100,202897,6.7
2005,19173,Trigen-Nations Energy Co,CO,A,Bundled,O,Facility,,,,,,,,,,14528,298203,1,4.87,,,,,14528,298203,1,4.87
2005,19068,Trigen-Colorado Energy Corp,CO,A,Bundled,O,Facility,,,,,,,,,,1140,29583,1,3.85,,,,,1140,29583,1,3.85
2005,7478,Town of Granada,CO,A,Bundled,O,Municipal,,273,2803,231,9.74,67,677,31,9.9,0,0,0,,0,0,0,,340,3480,262,9.77
2005,7563,"Grand Valley Rrl Pwr Line, Inc",CO,A,Bundled,O,Cooperative,,12081,116655,12463,10.36,5392,53141,1938,10.15,804,11923,5,6.74,0,0,0,,18277,181719,14406,10.06
2005,7300,Glenwood Springs City of,CO,A,Bundled,O,Municipal,,2461,33539,4392,7.34,6059,83989,1448,7.21,0,0,0,,0,0,0,,8520,117528,5840,7.25
2005,8311,Town of Haxtun,CO,A,Bundled,O,Municipal,,398,4878,491,8.16,177,2585,91,6.85,0,0,0,,0,0,0,,575,7463,582,7.7
2005,8570,Highline Electric Assn,CO,A,Bundled,O,Cooperative,,3985,46886,4836,8.5,3754,55216,1085,6.8,18499,201958,2012,9.16,0,0,0,,26238,304060,7933,8.63
2005,7826,City of Gunnison,CO,A,Bundled,O,Municipal,,1530,23828,3059,6.42,2046,38114,792,5.37,0,0,0,,0,0,0,,3576,61942,3851,5.77
2005,7787,Gunnison County Elec Assn.,CO,A,Bundled,O,Cooperative,,6586,68999,7938,9.55,3001,35967,1368,8.34,559,6904,7,8.1,0,0,0,,10146,111870,9313,9.07
2005,5997,Town of Estes Park,CO,A,Bundled,O,Municipal,,4955,58679,7916,8.44,4403,61966,1723,7.11,0,0,0,,0,0,0,,9358,120645,9639,7.76
2005,5862,"Empire Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,9488,91512,11517,10.37,8729,99439,2310,8.78,13914,298860,2,4.66,0,0,0,,32131,489811,13829,6.56
2005,6610,City of Fort Morgan,CO,A,Bundled,O,Municipal,,2755,47230,4838,5.83,3372,55041,1095,6.13,6750,131758,4,5.12,0,0,0,,12877,234029,5937,5.5
2005,6638,City of Fountain,CO,A,Bundled,O,Municipal,,8913,109920,13330,8.11,3634,40139,1032,9.05,3142,46051,32,6.82,0,0,0,,15689,196110,14394,8
2005,6604,Fort Collins City of,CO,A,Bundled,O,Municipal,,31445,453822,54710,6.93,27719,474835,6533,5.84,19711,464278,18,4.25,0,0,0,,78875,1392935,61261,5.66
2005,6752,Town of Frederick,CO,A,Bundled,O,Municipal,,2464,23934,2614,10.29,2360,27126,619,8.7,10,75,1,13.33,0,0,0,,4834,51135,3234,9.45
2005,6418,Town of Fleming,CO,A,Bundled,O,Municipal,,103,1445,186,7.13,78,1107,39,7.05,0,0,0,,0,0,0,,181,2552,225,7.09
2005,17834,City of Springfield,CO,A,Bundled,O,Municipal,,525,5440,759,9.65,246,2412,150,10.2,254,3743,17,6.79,0,0,0,,1025,11595,926,8.84
2005,17592,Southeast Colorado Power Assn,CO,A,Bundled,O,Cooperative,,7413,60088,7513,12.34,6128,62256,1145,9.84,3660,42424,1307,8.63,0,0,0,,17201,164768,9965,10.44
2005,17715,Southwestern Electric Coop Inc,CO,A,Bundled,O,Cooperative,,9,66,5,13.64,0,0,0,,0,0,0,,0,0,0,,9,66,5,13.64
2005,16603,"San Luis Valley R E C, Inc",CO,A,Bundled,O,Cooperative,,6706,61215,8315,10.95,3220,34166,866,9.42,10274,110397,2594,9.31,0,0,0,,20200,205778,11775,9.82
2005,16616,"San Isabel Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,16805,139180,19133,12.07,6652,59130,2455,11.25,4953,77705,5,6.37,0,0,0,,28410,276015,21593,10.29
2005,16622,"San Miguel Power Assn, Inc",CO,A,Bundled,O,Cooperative,,10130,89129,9471,11.37,8543,89379,2207,9.56,70,517,45,13.54,0,0,0,,18743,179025,11723,10.47
2005,16649,Sangre De Cristo Elec Assn Inc,CO,A,Bundled,O,Cooperative,,8287,63704,9830,13.01,3015,31189,866,9.67,0,0,0,,0,0,0,,11302,94893,10696,11.91
2005,20510,"Wheatland Electric Coop, Inc",CO,A,Bundled,O,Cooperative,,19,151,33,12.58,28,192,18,14.58,0,0,0,,0,0,0,,47,343,51,13.7
2005,20576,"White River Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,1554,17872,2311,8.7,2249,27098,652,8.3,6027,94590,7,6.37,0,0,0,,9830,139560,2970,7.04
2005,21081,Yampa Valley Electric Assn Inc,CO,A,Bundled,O,Cooperative,,16801,190416,19531,8.82,14831,162015,3997,9.15,11767,151170,14,7.78,0,0,0,,43399,503601,23542,8.62
2005,21143,City of Yuma,CO,A,Bundled,O,Municipal,,849,10001,1571,8.49,1215,15255,445,7.96,0,0,0,,0,0,0,,2064,25256,2016,8.17
2005,21075,Y-W Electric Assn Inc,CO,A,Bundled,O,Cooperative,,3970,46300,4897,8.57,1967,26139,1304,7.53,18439,226293,2295,8.15,0,0,0,,24376,298732,8496,8.16
2005,21021,City of Wray,CO,A,Bundled,O,Municipal,,744,8277,981,8.99,1087,13188,288,8.24,0,0,0,,0,0,0,,1831,21465,1269,8.53
2005,19204,City of Trinidad,CO,A,Bundled,O,Municipal,,2405,21737,3799,11.06,2793,27700,634,10.08,0,0,0,,0,0,0,,5198,49437,4433,10.51
2005,19160,"Tri-County Electric Coop, Inc",CO,A,Bundled,O,Cooperative,,8,73,5,10.96,26,185,31,14.05,0,0,0,,0,0,0,,34,258,36,13.18
2005,19499,"United Power, Inc",CO,A,Bundled,O,Cooperative,,44574,484222,48125,9.21,34792,442382,8895,7.86,6493,115334,654,5.63,0,0,0,,85859,1041938,57674,8.24
2006,7826,City of Gunnison,CO,A,Bundled,O,Municipal,,1689,25435,3124,6.64,2213,39641,793,5.58,0,0,0,,0,0,0,,3902,65076,3917,6
2006,7563,"Grand Valley Rrl Pwr Line, Inc",CO,A,Bundled,O,Cooperative,,13031,127639,13121,10.21,6042,60119,2050,10.05,912,11268,6,8.09,0,0,0,,19985,199026,15177,10.04
2006,7787,Gunnison County Elec Assn.,CO,A,Bundled,O,Cooperative,,7332,72934,8248,10.05,3197,36775,1381,8.69,626,7531,7,8.31,0,0,0,,11155,117240,9636,9.51
2006,8777,City of Holyoke,CO,A,Bundled,O,Municipal,,820,10511,958,7.8,246,3294,177,7.47,486,6555,68,7.41,0,0,0,,1552,20360,1203,7.62
2006,8773,"Holy Cross Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,50270,554536,43205,9.07,32890,447994,8624,7.34,5370,77239,20,6.95,0,0,0,,88530,1079769,51849,8.2
2006,8751,Town of Holly,CO,A,Bundled,O,Municipal,,342,3115,470,10.98,345,3007,260,11.47,0,0,0,,0,0,0,,687,6122,730,11.22
2006,8311,Town of Haxtun,CO,A,Bundled,O,Municipal,,346,3657,459,9.46,278,3690,129,7.53,0,0,0,,0,0,0,,624,7347,588,8.49
2006,8570,Highline Electric Assn,CO,A,Bundled,O,Cooperative,,4129,46887,4863,8.81,3781,52429,1139,7.21,18513,221326,2029,8.36,0,0,0,,26423,320642,8031,8.24
2006,6418,Town of Fleming,CO,A,Bundled,O,Municipal,,104,1432,187,7.26,85,1171,35,7.26,0,0,0,,0,0,0,,189,2603,222,7.26
2006,6638,City of Fountain,CO,A,Bundled,O,Municipal,,10396,115222,13842,9.02,2796,31367,1051,8.91,4431,57429,67,7.72,0,0,0,,17623,204018,14960,8.64
2006,6610,City of Fort Morgan,CO,A,Bundled,O,Municipal,,2640,48581,4890,5.43,3474,56821,1122,6.11,6764,130941,4,5.17,0,0,0,,12878,236343,6016,5.45
2006,6604,Fort Collins City of,CO,A,Bundled,O,Municipal,,32520,467812,55824,6.95,28289,482252,6704,5.87,19425,454720,18,4.27,0,0,0,,80234,1404784,62546,5.71
2006,7478,Town of Granada,CO,A,Bundled,O,Municipal,,368,2800,259,13.14,83,712,32,11.66,0,0,0,,0,0,0,,451,3512,291,12.84
2006,7300,Glenwood Springs City of,CO,A,Bundled,O,Municipal,,2637,35143,4461,7.5,6652,93004,1477,7.15,0,0,0,,0,0,0,,9289,128147,5938,7.25
2006,6752,Town of Frederick,CO,A,Bundled,O,Municipal,,2800,27259,2879,10.27,2619,29268,622,8.95,24,280,2,8.57,0,0,0,,5443,56807,3503,9.58
2006,5997,Town of Estes Park,CO,A,Bundled,O,Municipal,,5304,60687,8081,8.74,4638,63728,1786,7.28,0,0,0,,0,0,0,,9942,124415,9867,7.99
2006,11187,City of Longmont,CO,A,Bundled,O,Municipal,,18015,295031,32864,6.11,17195,322008,2577,5.34,7798,176314,13,4.42,0,0,0,,43008,793353,35454,5.42
2006,11256,City of Loveland,CO,A,Bundled,O,Municipal,,15571,230062,27171,6.77,4813,80355,3569,5.99,14293,315086,298,4.54,0,0,0,,34677,625503,31038,5.54
2006,11376,Town of Lyons,CO,A,Bundled,O,Municipal,,518,6508,1099,7.96,329,4570,139,7.2,0,0,0,,0,0,0,,847,11078,1238,7.65
2006,9928,City of Julesburg,CO,A,Bundled,O,Municipal,,383,4570,681,8.38,410,5250,149,7.81,37,500,3,7.4,0,0,0,,830,10320,833,8.04
2006,9336,Intermountain Rural Elec Assn,CO,A,Bundled,O,Cooperative,,127469,1279609,121347,9.96,51195,550773,10486,9.3,12077,163303,57,7.4,0,0,0,,190741,1993685,131890,9.57
2006,10730,Las Animas City of,CO,A,Bundled,O,Municipal,,973,9375,1368,10.38,1739,19155,582,9.08,11,107,4,10.28,0,0,0,,2723,28637,1954,9.51
2006,10633,City of Lamar,CO,A,Bundled,O,Municipal,,3920,31614,4223,12.4,5535,52227,1358,10.6,323,3083,114,10.48,0,0,0,,9778,86924,5695,11.25
2006,10539,"La Plata Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,25358,258732,32317,9.8,22828,248937,5510,9.17,25704,496684,160,5.18,0,0,0,,73890,1004353,37987,7.36
2006,10536,City of La Junta,CO,A,Bundled,O,Municipal,,2076,19144,2587,10.84,1671,17630,1112,9.48,3221,35355,58,9.11,0,0,0,,6968,72129,3757,9.66
2006,10066,K C Electric Association,CO,A,Bundled,O,Cooperative,,3737,36374,3213,10.27,5357,66782,2288,8.02,7274,97725,760,7.44,0,0,0,,16368,200881,6261,8.15
2006,918,City of Aspen,CO,A,Bundled,O,Municipal,,1882,23516,1915,8,3061,40529,814,7.55,0,0,0,,0,0,0,,4943,64045,2729,7.72
2006,2550,City of Burlington,CO,A,Bundled,O,Municipal,,1067,10532,1856,10.13,524,5475,302,9.57,1425,13765,86,10.35,0,0,0,,3016,29772,2244,10.13
2006,3227,City of Center,CO,A,Bundled,O,Municipal,,492,5378,857,9.15,202,2336,141,8.65,663,8374,63,7.92,0,0,0,,1357,16088,1061,8.43
2006,5036,City of Delta,CO,A,Bundled,O,Municipal,,1504,16145,2102,9.32,1132,13174,498,8.59,2121,26072,46,8.14,0,0,0,,4757,55391,2646,8.59
2006,5086,Delta Montrose Electric Assn,CO,A,Bundled,O,Cooperative,,24245,244913,27474,9.9,6756,68078,2974,9.92,16464,263222,271,6.25,0,0,0,,47465,576213,30719,8.24
2006,5862,"Empire Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,10479,94266,11721,11.12,9569,102005,2346,9.38,15036,311171,2,4.83,0,0,0,,35084,507442,14069,6.91
2006,3989,Colorado Springs City of,CO,A,Bundled,O,Municipal,,109892,1363884,181541,8.06,129591,1938210,24061,6.69,67933,1149098,221,5.91,0,0,0,,307416,4451192,205823,6.91
2006,19204,City of Trinidad,CO,A,Bundled,O,Municipal,,2590,23040,3829,11.24,2889,26628,645,10.85,0,0,0,,0,0,0,,5479,49668,4474,11.03
2006,19160,"Tri-County Electric Coop, Inc",CO,A,Bundled,O,Cooperative,,7,57,6,12.28,27,162,31,16.67,0,0,0,,0,0,0,,34,219,37,15.53
2006,19499,"United Power, Inc",CO,A,Bundled,O,Cooperative,,51117,534918,52086,9.56,39498,474546,9132,8.32,6739,108731,649,6.2,0,0,0,,97354,1118195,61867,8.71
2006,17834,City of Springfield,CO,A,Bundled,O,Municipal,,558,5892,785,9.47,248,2456,147,10.1,270,3003,17,8.99,0,0,0,,1076,11351,949,9.48
2006,17715,Southwestern Electric Coop Inc,CO,A,Bundled,O,Cooperative,,7,48,5,14.58,1,18,1,5.56,0,0,0,,0,0,0,,8,66,6,12.12
2006,17592,Southeast Colorado Power Assn,CO,A,Bundled,O,Cooperative,,7600,60070,7552,12.65,4527,44880,1151,10.09,6380,71421,1323,8.93,0,0,0,,18507,176371,10026,10.49
2006,40230,Deseret Generation & Tran Coop,CO,A,Bundled,O,Cooperative,,0,0,0,,0,0,0,,1157,27941,1,4.14,0,0,0,,1157,27941,1,4.14
2006,27058,"High West Energy, Inc",CO,A,Bundled,O,Cooperative,,550,5783,609,9.51,534,6028,84,8.86,182,2011,87,9.05,0,0,0,,1266,13822,780,9.16
2006,27000,Western Area Power Administration,CO,A,Bundled,O,Federal,,0,0,0,,1243,58237,14,2.13,0,0,0,,0,0,0,,1243,58237,14,2.13
2006,19173,Trigen-Nations Energy Co,CO,A,Bundled,O,Facility,,,,,,,,,,10956,280844,1,3.9,,,,,10956,280844,1,3.9
2006,19068,Trigen-Colorado Energy Corp,CO,A,Bundled,O,Facility,,,,,,,,,,1041,26398,1,3.94,,,,,1041,26398,1,3.94
2006,20576,"White River Electric Assn, Inc",CO,A,Bundled,O,Cooperative,,1770,19872,2361,8.91,3080,35730,701,8.62,6020,90474,7,6.65,0,0,0,,10870,146076,3069,7.44
2006,20510,"Wheatland Electric Coop, Inc",CO,A,Bundled,O,Cooperative,,19,157,32,12.1,27,165,19,16.36,0,0,0,,0,0,0,,46,322,51,14.29
2006,21021,City of Wray,CO,A,Bundled,O,Municipal,,810,8518,994,9.51,1206,14052,287,8.58,0,0,0,,0,0,0,,2016,22570,1281,8.93
2006,21143,City of Yuma,CO,A,Bundled,O,Municipal,,884,10326,1220,8.56,1221,15354,280,7.95,0,0,0,,0,0,0,,2105,25680,1500,8.2
2006,21081,Yampa Valley Electric Assn Inc,CO,A,Bundled,O,Cooperative,,17756,202038,19972,8.79,15507,170140,4176,9.11,12446,161929,14,7.69,0,0,0,,45709,534107,24162,8.56
2006,21075,Y-W Electric Assn Inc,CO,A,Bundled,O,Cooperative,,4292,47320,4919,9.07,2160,26146,1354,8.26,20778,252338,2313,8.23,0,0,0,,27230,325804,8586,8.36
